entry_id	volume	entrytype	majortype	form_lemma	sense_text
id_00005	1	Toponym	natural_feature	ABBOTS	Río pequeño de la Carolina Septentrional , corre al SO y entra en el de Pedi , a poca distancia del nacimiento de éste en el territorio de los límites del Lord Granvile.
id_00006	1	Toponym	settlement	ABACACHIS	Pueblo de Indios de esta nación, en la Provincia y País de las Amazonas , y parte o territorio que poseen los Portugueses. Es reducción de los Religiosos Carmelitas de esta nación, situado a orilla de una laguna del mismo nombre: entre ella y un río, que también tiene esta denominación, y es un brazo caudaloso del de la Madera , que atraviesa este territorio y vuelve luego a entrar en el mismo de donde salió, formando la Isla de Topinambes .
id_00007	1	Referral	Referral	ABACOA	Véase el artículo Providencia.
id_00008	1	Toponym	settlement	ABACQUA	Pueblo de la Provincia y Gobierno de Buenos Ayres , situado a orilla del Río Paraná , cerca de su entrada en el del Paraguay al E de la Ciudad de Corrientes .
id_00009	1	Toponym	natural_feature	ABACU	punta de tierra de la costa del S de la Isla de Santo Domingo .
id_00010	1	Toponym	settlement	ABADES	Pueblo de la Provincia y Gobierno de Popayán , en el distrito y jurisdicción de San Juan de Pasto .
id_00011	1	Toponym	territory	ABANCAY	Provincia y Corregimiento del Perú, confina por el E con la gran Ciudad del Cuzco , empezando su jurisdicción por la Parroquia de Santa Ana de aquella Ciudad, por el O con la Provincia de Andahuailas : por el N con la de Calcaylares , formando por esta parte una dilatada cadena de montañas nevadas: por el S con las de Cotabamba y Aimaraez : por el SO con la de Chilques y Masques . Su extensión es de 26 leguas E O y 14 de ancho. El Río de más consideración que tiene es el de Apurimac , que se separa de ella al NO, penetrando, unido a otros, las Montañas de los Andes . Se pasa por un puente de madera de 80 baras de largo y 3 de ancho, y es camino real de Lima al Cuzco , y otras Provincias de la Sierra. Paga en él 4 rs. de plata cada carga de efectos de la tierra, y 12 la de los de Europa . El temperamento de esta Provincia es templado en casi toda ella y muy sano, a excepción de uno ú otro Valle, en que por el excesivo calor y humedad, se padecen tercianas. Produce mucho trigo, maíz y demás semillas en abundancia, y se cría en ella, no poco ganado vacuno; pero su principal fruto es el azúcar que labran tan blanca, que puede competir con la mejor de Europa , y se lleva a vender al Cuzco y otras Provincias con estimación. Tambien produce alguna ropa de la tierra, no faltando en sus territorios y minas de plata, especialmente en el cerro que llaman Jalcanta : pero no se trabajan por la poca afición que sus naturales tienen a esta labor. Su jurisdicción tiene 17 Pueblos, y tenía asignados de repartimiento a su Corregimiento 108750 pesos fuertes, pagando 870 de Alcabala cada año.
id_00012	1	Toponym	settlement		La Capital de esta Provincia es el Pueblo del mismo nombre, fundado en un espacioso valle que le da denominación; como también a un río, que tiene uno de los mejores puentes que hay en todo el Reyno, y el primero que se construyó en él con todo el primor del arte. Allí se dividen las jurisdiciones de esta Provincia de la de Andahuailas . Es memorable por dos batallas que ganaron cerca de él las tropas del Rey contra Gonzalo Pizarro los años de 1542 y 1548. Tiene un Convento de Religiosos de Sto. Domingo, de los primeros que se fundaron en el Perú ; dista 20 leguas de la Ciudad del Cuzco .
id_00013	1	Toponym	settlement		Tiene el mismo nombre otro Pueblo de la Provincia y Corregimiento de Cuenca , en el Reyno de Quito situado a la orilla del río Paute .
id_00014	1	Toponym	human_group	ABANES	Nación de Indios bárbaros del nuevo Reyno de Granada , en los llanos de San Juan al N del Oricono ; habitan en los bosques que hay a orilla de este río y de otros pequeños, confinando a levante con los Salivas, y al poniente con los Caberres y Andaquíes: son dóciles, de buen natural, y no repugnan reducirse a la fe católica.
id_00015	1	Toponym	settlement		Pueblo grande de la Provincia y Gobierno del Paraguay : es de Indios de la nación Guaraní, situado a orilla del río Taquani . Lo descubrió Alvar Nuñez Cabeza de Vaca, el año de 1541.
id_00016	1	Toponym	natural_feature	ABARANQUEN	Río pequeño de la Provincia y Gobierno de Guayana o Nueva Andalucía: nace en el País de los Indios Quiriquipas: corre del S al N y entra en el de Aruy .
id_00017	1	Toponym	settlement	ABECOCHI	Pueblo de Indios de la Carolina Meridional , situado a orilla del río Cousa : en él tienen los Ingleses un establecimiento con un fuerte para su defensa.
id_00018	1	Toponym	human_group	ABEICAS	Nación de Indios de la Nueva Francia , confinante por el N con la de los Alibamones, y por el E con la de los Cheraquis: vive distante de los ríos grandes; y su terreno solo produce unas cañas, que no son de más grueso que el de un dedo, pero tan duras que quando se rompen cortan lo mismo que un cuchillo. Estos Indios hablan la lengua Tchicacha, y están aliados con las demás naciones contra los Iroqueses.
id_00019	1	Toponym	settlement	ABERCORN	Pueblo de la Provincia y Colonia de Nueva Georgia , situado a orilla del río Savannach , cerca de su salida al mar, y una legua distante de la Ciudad de este nombre.
id_00020	1	Toponym	natural_feature	ABIDE	o Serranía de la Provincia y Gobierno de Cartagena . Corren ONE desde cerca del río grande de la Magdalena , hasta la Provincia y Gobierno del Chocó , y Mar del S cuyos términos o extensión no están conocidos: tienen 20 leguas de ancho, y las descubrió el Capitán Francisco César el año de 1536; siendo el primero que penetró su espesura, en que gastó casi 10 meses, padeciendo increíbles hambres y trabajos; y muchos más el Licenciado Badillo, que entró a su conquista con un lucido exército.
id_00021	1	Toponym	settlement	ABIGIRAS	Pueblo de Indios de esta nación, uno de las misiones o reducción, que tenían los Regulares de la extinguida Compañía, en la Provincia y Gobierno de Mainas , del Reyno de Quito , fundado el año de 1665 por el Padre Lorenzo Lucero, a orilla del río Curaran , 30 leguas de su boca y 240 de Quito .
id_00022	1	Toponym	settlement	ABIPI	Pueblo pequeño de la jurisdicción de Muzo y Corregimiento de Tunxa en el Nuevo Reyno de Granada ; es de temperamento cálido; produce algún trigo, maíz, yucas, plátanos y cañas: ha sido celebre por sus ricas minas de esmeraldas, que hoy están abandonadas por falta de agua: dista casi 3 leguas de la mina grande de Itocó .
id_00023	1	Toponym	human_group	ABIPONES	Nación de Indios bárbaros de la Provincia y Gobierno del Tucumán . Está a orillas y al S del río Bermejo . Fué antiguamente muy numerosa, pues aseguran que pasaban de cien mil; pero hoy están muy reducidos; andan desnudos, aunque las mugeres se cubren con pellejos bien aderezados, que llaman Queyapi. Son grandes nadadores, de alta y fornida estatura, y bien agestados; pero se labran la cara y el cuerpo, y son muy inclinados a la guerra, que mueven ordinariamente sobre si entran otros a pescar o cazar en sus límites, los quales tienen amojonados con largos horcones en que ponen las cabezas de los enemigos que matan: desde niños se curten y sajan el cuerpo para hacerse robustos: quando se inunda su País, que es en los cinco meses de Invierno, se retiran a vivir en las Islas y sobre los árboles: suelen sembrar algo; pero viven de la caza y de la pesca, apreciando sobre todo la carne de los Tigres, que reparten como reliquia entre sus parientes, porque dicen que les infunde bríos y valor. No tienen conocimiento de Dios, Leyes, ni Policía; pero creen la inmortalidad del alma, y que hay una tierra de sumo deleyte, donde baylan y se divierten quando mueren. La viuda en este caso guarda celibato, y por un año ayuna, que es abstenerse de comer pescado. Cumplido el tiempo salen al campo a decir que ya viene su marido a darlas licencia para que se casen. Las mugeres se ocupan en hilar y coser las pieles; los hombres son holgazanes, y los muchachos corren todo el día para exercitar las fuerzas. Son muy dados a la embriaguez, en cuyo tiempo las mugeres les esconden las armas para que no se maten. No crían más que dos o tres hijos, y matan los demás.
id_00024	1	Toponym	territory	ABISCA	Provincia dilatada del Reyno del Perú , al Levante de la Cordillera de los Andes , entre los ríos Yetau y Amarumayo , y al Mediodia del Cuzco . Es poco conocida por ser toda de bosques, ríos y lagunas , donde se han retirado muchas Naciones bárbaras de Indios que habitan en las pocas llanuras que tiene. El Emperador Yupanqui entró en ella para sujetarla a su Imperio, pero no lo pudo conseguir, ni tuvo mejor suceso Pedro de Candia que intentó lo mismo el año de 1538.
id_00025	1	Toponym	natural_feature		parte de la Isla de la Guadalupe en que se divide la que mira al NE. Tiene este nombre por unas entradas que hace el mar llamadas así, y sirven de abrigo a las embarcaciones en caso de invasión de enemigos, o de uracanes. Allí están con toda seguridad y buen fondo amarradas a fuertes arboles de Palmas que abundan, y sin necesidad de echar ancla por el riesgo de perderla entre las espesas raices que tienen. Hay delante una Isleta llamada de Cochons , o de los cochinos, donde proyectó hacer un Fuerte el Caballero Renau, Ingeniero, el año de 1700 para construir un buen Puerto; más no llegó a verificarse.
id_00026	1	Toponym	natural_feature	ABITANIS	Monte de la Provincia y Corregimiento de Lipes , en el Perú ; significa en lengua Quechua mineral de oro, por una célebre mina de este metal, que hoy está casi abandonada por falta de gente. Hállase inmediato al Pueblo de Colcha .
id_00027	1	Toponym	natural_feature	ABITIBIS	Lago del País de Hudson , en el territorio de los Indios de este nombre.
id_00028	1	Toponym	human_group	ABITICAS	Nación de Indios bárbaros de la Provincia y Corregimiento de Tarma en el Perú . Es muy numerosa y guerrera y vive vagante por las selvas; y está 60 leguas a Levante de la Montaña de los Andes . Confina por Poniente con los Indios Ipilcos.
id_00029	1	Toponym	natural_feature	ABORROEN	Puerto de la Costa del Brasil , en la Provincia y Capitanía de Seara , entre el río de Escorgogive , y la Bahía de Inobú .
id_00030	1	Toponym	natural_feature	ABRA	Isla del Estrecho de Magallanes , a la entrada de la tercera y última angostura, llamada del Pasage .
id_00031	1	Toponym	natural_feature	ABREOLHOS	en la Costa del Brasil , y Provincia y Capitanía del Espíritu Santo , entre los ríos de Percipe y Quororupa . Son unos escollos o bancos de arena muy peligrosos; y aunque tienen varios canales para su navegación, es preciso mucho cuidado para no naufragar, como ha sucedido a infinitas embarcaciones. Distan más de 20 leguas del continente, y se extienden más de cinco a levante de la Isla del fuego : su situación, tomada en el centro, es en 18 grados 12 minutos de lat. aust.
id_00032	1	Toponym	natural_feature	ABROJOS	Baxo o Peñasco de la mar del N en la costa de California , inmediato a ella.
id_00033	1	Referral	Referral		Tiene el mismo nombre otro Baxo de la mar del N . Véase el artículo Pañuelo quadrado.
id_00034	1	Toponym	settlement	ABUCARA	Pueblo de la Provincia y Corregimiento de Lucanas en el Perú , fundado en un valle del mismo nombre. Fué antiguamente Capital de ella, y tenía esta denominación. Hoy es un Pueblo muy reducido después que el Corregidor pasó a establecerse en Lucanas .
id_00035	1	Toponym	settlement	ABUCEES	Pueblo de las Misiones de Indios Sucumbios, que fundaron y tenían a su cargo los extinguidos Regulares de la Compañía, en la Provincia y Gobierno de Quixos y Macas del Reyno de Quito ; situado a orilla de un río pequeño, que entra en el Putumayo .
id_00036	1	Toponym	settlement	ABURRA	Villa de la Provincia y Gobierno de Antioquia , en el Nuevo Reyno de Granada , fundada el año de 1542 por el Mariscal Jorge Robledo, en un fértil y dilatado valle del mismo nombre, que descubrió el de 1540 el Capitán Gerónimo Luis Texelo. Abunda en toda especie de frutas, semillas y legumbres: es de temperamento cálido. En su distrito se encuentran muchas huacas o sepulturas de los Indios en que se han hallado grandes riquezas. Hoy ha venido a tanta decadencia, que es un Pueblo miserable. En sus inmediaciones hay algunos manantiales de agua salada, de que sacan sal los Indios para su uso.
id_00037	1	Toponym	settlement	ACA	Pueblo de la Alcaldía mayor de Tlaxclala , en Nueva España .
id_00038	1	Toponym	settlement	ACACHILA	Pueblo de la Provincia y Corregimiento de Yamparaes , en el Perú , dependiente del Arzobispado de Charcas , y anexo del Curato de S. Christóbal de Pilcomayo .
id_00039	1	Toponym	natural_feature	ACACUÑA	Monte del Perú , en la Provincia y corregimiento de Arica , en el Perú : es bien alto, distante, 4 leguas de la mar del S , pero muy estéril: está entre el Promontorio de Ilo y el río Sama, en 17 grados, 50 minutos de lat. aust.
id_00040	1	Toponym	territory	ACADIA	Provincia y Península de América Septentrional, en la Costa Oriental de Canadá , entre la Isla o Banco de Terranova y la nueva Inglaterra , con quien confina por el occidente. Tiene más de 100 leguas de NO al SE de largo, y casi 80 de ancho del NE al SO desde el Golfo de San Lorenzo , hasta el río de Santa Cruz ; está entre los 43 grados 20 minutos y 49. 30 de latitud septentrional, y entre él 63 y 74 de longitud. La descubrió el año de 1497 Sebastián Gaboto enviado por Henrique VII de Inglaterra. Los Franceses, mandados por Jacobo Cartier de Saint Maló , se establecieron en ella el año de 1534, para hacer la pesca del bacalao en el Banco de Terranova , y el de 1604, Pedro Guest, Gentil-Hombre de Henrique IV de Francia, fue enviado de orden de aquel Rey a establecer una Colonia, que fundó en Puerto Real . Los Ingleses entraron en ella con el Caballero Gilberto Humphry, por concesión que le hizo la Reyna Isabel, y le pusieron el nombre de la Nueva Escocia. El año de 1621 hizo el Rey Jacobo I donación de ella al Conde de Stirling, y el de 1627 los Franceses, mandados por Kirk de la Rochela se apoderaron de ella destruyendo todos los establecimientos de aquellos que se la cedieron el de 1629 por el tratado de San Germán ; pero poco después la perdieron apoderándose de ella el Gobernador Philips, y la recobraron el de 1691 por la conducta de Mr. de Villebon. Pará arreglar las pretensiones de ambas Cortes, nombraron estas comisionados en la paz de Risvyick el año de 1697, que señalasen los límites de la Nueva Escocia y de la Nueva Inglaterra ; y en la paz de Utrech fue cedida enteramente a los Ingleses que la volvieron luego. Este hermoso País, tan disputado entre las dos naciones. Tiene muchos ríos y lagos (el principal de estos es el de Rosignol ) abundantes de pescados; muchos bosques en que se crían excelentes maderas y aves muy singulares, como el colibri y otras; muchas frutas y yerbas medicinales. Es muy fértil en trigo, maíz, legumbres y ganados, como también caza y pesca. Su principal comercio es de pieles, y bacalao. El Invierno es más largo y frío que en Europa . La Capital es Puerto Real .
id_00041	1	Toponym	settlement	ACAGUATO	Pueblo de la Cabecera de Partido y Alcaldía mayor de Tancitaro : es tan reducido, que solo tiene 15 familias de Indios, que se mantienen de sembrar algún maíz y frutas: está 8 leguas al S de su Capital.
id_00042	1	Toponym	settlement	ACAIA	Pueblo de la Provincia y Corregimiento de Caxatambo , en el Perú , anexo del Curato de Churin .
id_00043	1	Toponym	settlement	ACAMBARO	Pueblo y Cabecera de partido de la Alcaldía mayor de Zelaya en la Provincia y Obispado de Mechoacán : tiene 490 familias de Indios, 80 de Mestizos y Mulatos , y un Convento de Religiosos de San Francisco. En su distrito hay otros Pueblecillos cortos, o barrios: dista 7 leguas al Sur de su Capital.
id_00044	1	Toponym	settlement	ACAMISTLAHUAC	Pueblo y Cabecera de Partido de la Alcaldía mayor de Tasco , anexo al Curato de su Capital, de donde dista 2 leguas al ENE: tiene 30 familias de Indios.
id_00045	1	Toponym	settlement	ACAMUCHITLAN	Pueblo de la Cabecera de Partido de Texopilco , y Alcaldía mayor de Zultepec : tiene 60 familias de Indios comerciantes en azúcar, y miel, produce maíz, y muchas frutas que siembran: dista 5 leguas al N de su Cabecera.
id_00046	1	Toponym	natural_feature	ACAMON	río de la Provincia y Gobierno de Guayana o Nueva Andalucía: nace en las Serranías de Usupama . Corre al O, inclinándose acia el N, y entra en el Caroni .
id_00047	1	Toponym	settlement	ACAXUCHITLAN	Pueblo y Cabecera de Partido de la Alcaldía mayor de Tulazingo en NE: tiene 406 familias de Indios, y es Curato del Obispado de la Puebla de los Angeles , distante 4 leguas al E de su Capital.
id_00048	1	Toponym	natural_feature	ACANTI	Río de la Provincia y Gobierno del Darién en el Reyno de Tierra Firme . Nace en las montañas que hay a la parte del N, y desagua en el mar, entre el Cabo Tiburón y la Ensenada de la Calidonia .
id_00049	1	Toponym	settlement	ACANTEPEC	Pueblo y Cabecera de Partido de la Alcaldía mayor de Tlapa : es de temperamento frío y húmedo: tiene 92 familias de Indios, en que se incluyen los de otro Pueblo que tiene inmediato, y se mantienen del comercio de los texidos de algodón. Está 5 leguas al O del de Huizapula .
id_00050	1	Toponym	settlement	ACAPALA	Pueblo de la Provincia y Alcaldía mayor de Chiapa en el Reyno de Goatemala .
id_00051	1	Toponym	settlement	ACAPAZINGO	Pueblo de la Cabecera de Partido y Alcaldía mayor de Cuernavaca .
id_00052	1	Toponym	settlement	ACAPETLAHUAIA	Pueblo de la Cabecera de Partido de Escateopan , y Alcaldía mayor de Zaqualpa : tiene 180 familias de Indios.
id_00053	1	Toponym	territory	ACAPONETA	Alcaldía mayor del Reyno de Nueva Galicia , y Obispado de Guadalaxara en Nueva España : su jurisdicción es reducida; goza de varios temperamentos cálidos y frios, y por esto son abundantes las cosechas que coje de frutos propios de ambos climas, que se cultivan en su distrito. La Capital es el Pueblo del mismo nombre situado entre los dos ríos de S. Pedro y de Cañas ; y este es el que divide la Nueva España de las Provincias del Rosario y de Cinaloa , y también los Obispados de Durango y Guadalaxara , de donde dista 83 leguas a el ONO. Tiene un Convento de Religiosos de S. Francisco. Longitud 260 5. Latitud 22 10.
id_00054	1	Toponym	settlement	ACAPULCO	Ciudad Capital de Gobierno, situada en la Costa de la Mar del S: su vecindario es de cerca de 400 Familias de Chinos, Mulatos y Negros . Tiene una Iglesia Parroquial con dos Vicarios; y dos Conventos de Religiosos, uno de S. Francisco, y otro de San Hipólito de la Caridad, que es Hospital Real; una Contaduría con dos Oficiales Reales, que son Contador y Tesorero, para cobrar y llevar la cuenta de los derechos que producen los géneros, que conducen las Naos de China. La Ciudad es pequeña y moderada en el adorno de sus Templos y casas; cuya mayor parte ésta en la Playa. El temperamento sumamente cálido y húmedo; porque además de hallarse situada en la Zona Tórrida, carece de los vientos Nortes, por estar circunvalada de altas Serranías, y estas calidades la hacen muy enferma, especialmente en tiempo de aguas con motivo de las humedades y vientos marítimos del SE, con mucho estrago de sus habitantes, y de los Comerciantes que allí concurren; siendo esta, la causa principal porque estrañando el clima, apenas lo habitan 8 familias Españolas. Carece al mismo tiempo de toda especie de víveres por lo reducido y estéril de su distrito; y es necesario que los Indios de los Pueblos de su jurisdicción la provean de todo lo necesario. El único comercio que la mantiene es la Feria que se celebra guando llegan las Naos de China; pero luego que se van, no les queda a sus vecinos otro trato en que exercitarse; y si pasaran tres o quatro años sin ellas, abandonarían la Población. A distancia de un tiro, de mosquete de ella, en un Promontorio que sale al mar, está situado el Castillo y Real Fuerza de San Diego , coronado con 31 piezas de artillería, la mayor parte de a 24, para defender la entrada al Puerto, que es seguro y espacioso; de modo que pueden anclar en él 500 Navios cómodamente: está rodeado de cerros, y su boca principal a la banda del S, con una Isleta de más longitud que latitud, y alguna inclinación al SO, que divide otra boca, que llaman Chica , y ambos Canales tienen 25 brazas de fondo. El Gobernador del Castillo es Castellano con título de Teniente General de las Costas de la mar del S ; para cuyo resguardo compone todo el vecindario tres Compañías de Milicias, una de Chinos, otra de Mulatos, y la tercera de Negros, que ocurren a tomar las armas siempre que oyen tres cañonazos disparados con intermisión. En los Pueblos de su distrito se cría algodón, maíz, y otras semillas, hortalizas y frutas, ganado mayor y menor, y algún tabaco; de cuyos géneros abastece al Castillo y la Ciudad, que dista de Mexico 80 leguas, Longitud 272. 10, Latitud 17 45.
id_00055	1	Toponym	natural_feature	ACARAGA	Río de la Provincia y Gobierno del Paraguay . Viene de la de el Paraná , y corriendo al O desemboca en el Uruguay , donde está la Ciudad de la Asumpcion , es navegable para Canoas en todo su curso, y muy abundante de pescado.
id_00056	1	Toponym	settlement	ACARAI	Pueblo de la Provincia y Gobierno del Paraguay , fundado cerca del río Paraná , y al O de el por los Misioneros Regulares de la Compañía, el año de 1604 en que fabricaron un fuerte para defensa de las correrías que hacian los Indios infieles.
id_00057	1	Toponym	natural_feature	ACARAI	Río de la Provincia y Gobierno del Paraguay . Corre al SSE y entra en el Paraná , frente del Pueblo de la Población Nueva .
id_00058	1	Toponym	natural_feature	ACARAPU	Río pequeño de la Provincia y Colonia de Surinam , en la parte de la Guayana , que poseen los Holandeses. Es uno de los que entran en el de Cuyuni .
id_00059	1	Toponym	settlement	ACARI	Pueblo de la Provincia y Corregimiento de Camaná , en el Perú , situado en un hermoso y dilatado valle, en que hay un cerro muy alto que llaman Sahuacario , compuesto de piedras disformes y mucha arena, en el qual, a ciertos tiempos, especialmente por los meses de Diciembre y Enero, se oye un ruido grande y continuo que causa admiración, y sin duda lo produce el ayre en algunas cabidades. A su falda hay dos fortalezas antiguas del tiempo de la gentilidad de los Indios. Tiene un mediano Puerto entre el Pueblo de San Juan y la Ciudad de Arequipa : distante 8 leguas de esta y 11 de aquel; es muy bueno, cómodo y de excelente fondo, pero frecuentado solo de embarcaciones menores. Está en 15 gr. 97 de lat. aust.
id_00060	1	Toponym	natural_feature		Tiene el mismo nombre una punta o cabo de la costa en la mar del S del propio Corregimiento.
id_00061	1	Toponym	natural_feature		Un Río también de esta Provincia, que corre al SE.
id_00062	1	Toponym	natural_feature		Otro de la Provincia y Capitanía del Pará , en el Reyno del Brasil ; es pequeño: corre al O: luego tuerce su curso al NNO y entra en el de las Amazonas , cerca de su salida al mar.
id_00063	1	Toponym	settlement	ACARIGUA	Pueblo de la Provincia y Gobierno de Venezuela , situado a orilla del río de su nombre, y muy inmediato por el rumbo del E a la Villa de Araure .
id_00064	1	Toponym	natural_feature		Tiene el mismo nombre un río de esta Provincia y Gobierno , que nace junto a la Villa de Araure y corre acia el S para entrar en el de la Portuguesa .
id_00065	1	Toponym	natural_feature	ACARRETO	Puerto de la costa de Tierra Firme en la Provincia y Gobierno del Darién , cerca del Cabo Tiburón .
id_00066	1	Toponym	natural_feature	ACARUACA	Río pequeño de la Provincia y País de las Amazonas , en la parte que poseen los Portugueses: corre del N al S, formando un arco, y entra en el de Matari .
id_00067	1	Toponym	natural_feature	ACASSA	Río de la Provincia y Gobierno de la Guayana , en la parte que poseen los Franceses y sale al mar entre los de Oyapoco y el cabo de Orange .
id_00068	1	Toponym	settlement	ACASABASTLAN	Pueblo del Reyno de Goatemala , en la Provincia y Alcaldía mayor de Chiapa .
id_00069	1	Toponym	settlement	ACATEPEC	Pueblo de la Cabecera y Alcaldía mayor de Thehuacan , donde hay un Convento o Vicaría de la Orden de San Francisco; tiene 860 familias de Indios (inclusas las de los barrios de su distrito) en un espacioso valle que empieza a la salida del Pueblo, y se extiende más de una legua. Hay en él 12 haciendas de labor, en que viven 40 familias de Indios, y está 4 leguas al SSO de su Capital.
id_00070	1	Toponym	settlement		Otro Pueblo del mismo nombre hay en la Cabecera y Partido de Chinantla de la Alcaldía mayor de Cozamaloapan : está fundado en un llano muy ameno, a quien rodean tres cerros muy elevados; su vecindario es reducido. Pasa cerca de este Pueblo un río muy rápido y ancho, que es tránsito preciso para la Ciudad de Oaxaca y otras jurisdicciones; y siendo muchos los pasageros que frecuentan este camino, es forzoso pasarlo en Barcas o Canoas, de cuyo exercicio, como están prácticos, se mantienen los Indios. Está 10 leguas al O de su Cabecera.
id_00071	1	Toponym	settlement		Otro en la Alcaldía mayor de Nexapa del mismo Reyno, situado entre dos lomas, tiene 100 familias de Indios, y es anexo al Curato de San Lorenzo , de donde dista 1 leguas.
id_00072	1	Toponym	settlement		Otro con la advocación de San Miguel en la Al caldía mayor de Huamelula , situado en una loma; es de temperamento cálido; a su falda corre un río, cuyas aguas fertilizan la tierra en que hay muchos sembrados y huertas. Tiene 39 familias de Indios; y es anexo del Curato de Tlacolula , de donde dista legua y media al N.
id_00073	1	Toponym	settlement		Otro en la Cabecera de Tutepec , y Alcaldía mayor de Xicayán del mismo Reyno. Tiene 12 familias de Indios, y está 10 leguas de su Cabecera.
id_00074	1	Toponym	settlement	ACATEPEQUE	Pueblo de la Cabecera de S. Andrés de Cholula , y Alcaldía mayor de este nombre. Tiene 140 familias de Indios, y está media legua al S de su Capital.
id_00075	1	Toponym	settlement		Otro en la Cabecera y Alcaldía mayor de Igualapa situado una legua de ella al Oriente.
id_00076	1	Toponym	settlement	ACATIC	Pueblo de la Cabecera y Alcaldía mayor de Tecpatitlán , en el Reyno y Obispado de Nueva Galicia : está 4 leguas al Poniente de su Capital.
id_00077	1	Toponym	settlement	ACATICO	Pueblo de la Cabecera y Alcaldía mayor de Cuquio en Nueva España .
id_00078	1	Toponym	settlement	ACATLAN	Pueblo y Capital de la Alcaldía mayor de este nombre, es de temperamento templado: y su situación a la entrada de la Misteca baxa ; tiene 850 familias de Indios, y 20 de Españoles y Mestizos . En su inmediación hay muy buenas Salinas, en que consiste su principal comercio. La jurisdicción de esta Alcaldía, que contiene otros quatro Pueblos cabeceras de Partido, es fértil y amena, abundante de flores, frutas, legumbres y semillas, pollas aguas que la riegan; cría mucho ganado cabrío para las matanzas, en que principalmente se utilizan de la piel y sebo, salando las carnes que llevan a vender a la Puebla y otras partes. Tiene en su distrito muchas haciendas de labor. Está 55 leguas al ESE de México . Longitud 275 10, lat. 19 4.
id_00078a	1	Toponym	settlement		Otro Pueblo hay del mismo nombre con la advocación de S. Andrés, en la Cabecera y Alcaldía mayor de Xalapa , en el mismo Reyno, situado en un Barrizal, de temperamento frío y húmedo, que fertiliza la abundancia de pequeños arroyos, que riegan con igualdad la tierra, que por estar desabrigada de montes, y al descubierto de los vientos N no logran en sazón los frutos de los árboles que pueblan su distrito: tiene 180 familias de Indios con los que habitan otra Población nueva, que hicieron una legua de su Cabecera por el S, llamada San Mi guel de las Aguastelas . Está legua y media al NNE de aquella.
id_00079	1	Toponym	settlement		Otro con la advocación de San Pedro que es de la Cabecera de Malacatepec , y Alcaldía mayor de Nexapa en el mismo Reyno. Tiene 80 familias de Indios que comercian en algodón, y en la pesca de Bobos que hacen en un caudaloso río que corre inmediato al Pueblo, y es de lo que sacan mayor utilidad. Está 4 leguas al N de su Capital.
id_00080	1	Toponym	settlement		Otro en la Cabecera de Zitlala de la misma Alcaldía y Reyno . Tiene 198 familias de Indios, y está situado legua y media al N de su Cabecera.
id_00081	1	Toponym	settlement		Otro en la Cabecera y Alcaldía mayor de Sentipac , del mismo Reyno; es de temperamento frío; tiene 42 familias de Indios, y está 15 leguas al NE de su Capital.
id_00081a	1	Toponym	settlement		Otro en la Cabecera de Atotonilco , y Alcaldía mayor de Tulanzingo , en el mismo Reyno. Tiene 115 familias de Indios, y un Convento de Religiosos de San Agustín, dista 2 leguas al N de su Cabecera.
id_00082	1	Toponym	settlement	ACATLAZINGO	Pueblo de la Cabecera de Xicula , y Alcaldía mayor de Nexapa , situado en un llano rodeado por todas partes de cerros; tiene 67 familias de Indios que se exercítan en el beneficio y cultivo de la Grana.
id_00083	1	Toponym	settlement	ACATULA	Pueblo de la Provincia y Gobierno de Venezuela , situado a la orilla del río Guasqui , al E de la Ciudad de Coro .
id_00084	1	Toponym	human_group	ACAXEE	nación de Indios de la Provincia de Topia : es numerosa, y reducidos todos a la fe católica, por el Padre Hernando de Santaren y otros de la extinguida Compañía, el año de 1602. Son dóciles, bien inclinados e ingeniosos. Era tiempo de su idolatría enterraban sus difuntos doblándolos de modo que les juntaban las rodillas con la boca; y así los metían en una cueva o debaxo de una peña, poniéndoles comida para el viage que creían iban a hacer, con arco y flechas para defenderse. Quando moría de parto alguna India, mataban a la criatura, porque decían que era la causa. Estos Indios se sublevaron inducidos de un famoso hechicero; pero los reduxo el Gobernador de la Provincia Don Francisco de Ordiñola, el año de 1612.
id_00085	1	Toponym	settlement	ACAXETE	Pueblo y Cabecera de Partido de la Alcaldía mayor de Tepeaca , situado en un repecho de la eminente sierra de Tlascala . Es de temperamento frío y seco: tiene 7 familias de Españoles, 10 de Mestizos y Mulatos , y 176 de Indios Mexicanos. En su inmediación hay una caxa o arca de agua de piedra de cantería, en que se recogen las que baxan de la sierra, y se conducen a Tepeaca . Está 3 leguas al NNO de su Capital.
