id	title	title_source	title_uri	ccodes	fclasses	types	lat	lon	geowkt	start	end	links	description	approximation
id_03771	Chipalzingo			MX	P	Pueblo Cabecera	17.551400	-99.500800		1786	1789	indias:1001681	Pueblo y Cabecera de Partido de la Alcaldía mayor de Tixtlan en Nueva España : tiene 353 familias de Indios y 22 de Españoles, Mulatos y Mestizos , y está 3 leguas del de Zumpango .	
id_10671	Santiago de Moscari			BO	P	Pueblo	-18.362800	-66.015100		1786	1789	indias:8000159	Pueblo de la Provincia y Corregimiento de Chayanta o Charcas en el mismo Reyno que el anterior.	crm:P189_approximates
id_17456	Viluya			PE	P	Pueblo	-5.963500	-77.801200		1786	1789	indias:6001304	Pueblo de la Provincia y Corregimiento de Chachapoyas en el Perú , anexo al Curato del de Chiliquin .	
id_13554	San Juan de la Punta			MX	P	Pueblo	18.811400	-96.720000		1786	1789	indias:1004180	Pueblo de la Cabecera de partido de Huatuzco y Alcaldía mayor de Córdoba en Nueva España , tiene 26 familias de Indios, y en algunos ranchos de su inmediación asisten 10 de Españoles, 7 de Mestizos y 8 de Mulatos, dista 5 leguas al ESE de su Capital.	
id_05639a	San Christóval Ecatepec			MX	P	Pueblo	19.609700	-99.060000		1786	1789	indias:1000087	La Capital tiene el mismo nombre con la advocación de San Christoval, situado a orilla de una laguna también llamada así, que en lengua mexicana significa cerro del ayre, por estar al pie de uno donde continuamente soplan vientos recios: tiene una calzada muy antigua, que después se ha renovado, y sirve para el transito, y al mismo tiempo de muralla, que divide las aguas de su laguna de las de Tezcuco , para recoger en ella todas las de las lluvias y arroyos, a fin de que no rebose la otra y cau...	
id_06716	Guamanzana			PE	P	Pueblo	-8.500600	-78.493600		1786	1789	indias:6001490	Pueblo de la Provincia y Corregimiento de Truxillo en el Perú , situado cerca del río Morin y del cerro de Pelagatos .	
id_00200	Agua caliente			GT	P	Pueblo	14.556200	-90.780700		1786	1789	indias:2000412	Pueblo de la Provincia y Alcaldía mayor de en el Reyno de Goatemala .	
id_00564	San Christóbal de Amatitlan			GT	P	Pueblo	14.404600	-90.696800		1786	1789	indias:2000214	Pueblo del Reyno de Goatemala , situado en el valle de Mixto o de Pinola. En lenga Mexicana significa Ciudad de letras, porque en ella acostumbraban sus naturales grabar en cortezas de árboles, y enviarlas a gran distancia. Tiene unos baños excelentes medicinales, muy acreditados para curar varias enfermedades. Hace gran comercio de la sal que se coge todas las mañanas de la orilla de una laguna que purifican....	
id_14628	Sampues			CO	P	Pueblo	9.181800	-75.377700		1786	1789	indias:5000119	Pueblo de la Provincia y Gobierno de Cartagena en el Nuevo Reyno de Granada , situado en las Sabanas , y en el camino real que va a la Capital.	
id_10836	Naiguada			VE	P	Pueblo	10.616400	-66.738300		1786	1789	indias:4000050	Pueblo de la Provincia y Gobierno de Venezuela de el Nuevo Reyno de Granada , situado en la Costa al E de la Ciudad de Caracas .	
id_01360	Atemaxaque			MX	P	Pueblo	20.138900	-103.727500		1786	1789	indias:1000541	Pueblo de la Cabecera de Partido de Amaqueca , y Alcaldía mayor de Zayula , en Nueva España , situado a la falda de un cerro, es de temperamento frío, y tiene 112 familias de Indios, que comercian en los cortes de madera: está 6 leguas de su Cabecera.	
id_17828	Xuchaltengo			MX	P	Pueblo	16.340300	-97.086700		1786	1789	indias:1002446	Pueblo de la Cabeza de partido de Juquila y Alcaldía mayor de Xicayán en Nueva España , tiene 60 familias de Indios, 20 de Mestizos y Mulatos que se ocupan en el beneficio y comercio de grana, tabaco y algodón, está 35 leguas al N de su Capital.	
